Event	ID	Name			Wwise Object Path	Notes
	14541412	StopAllAudio			\Default Work Unit\Sound Effect\StopAllAudio	
	87504952	WoodPlatformBreaking			\Default Work Unit\Sound Effect\TowerSFX\WoodPlatformBreaking	
	192683013	ScrewOut			\Default Work Unit\Sound Effect\MinigameSFX\ScrewOut	
	221232726	Lose			\Default Work Unit\Sound Effect\Lose	
	309297417	WoodPlatformCreak			\Default Work Unit\Sound Effect\TowerSFX\WoodPlatformCreak	
	394147468	RightIngredient			\Default Work Unit\Sound Effect\MinigameSFX\RightIngredient	
	417816648	RailgunnerAttack			\Default Work Unit\Sound Effect\TowerSFX\RailgunnerAttack	
	681960105	RewindSFX			\Default Work Unit\Sound Effect\TowerSFX\RewindSFX	
	753485648	TsukiSoundVFX			\Default Work Unit\Sound Effect\TowerSFX\TsukiSoundVFX	
	857058117	WrongIngredient			\Default Work Unit\Sound Effect\MinigameSFX\WrongIngredient	
	967088778	SteampunkBattleMusic			\Default Work Unit\OST\SteampunkBattleMusic	
	967495643	ScifiSliderWrong			\Default Work Unit\Sound Effect\MinigameSFX\ScifiSliderWrong	
	973282680	RiftOpen			\Default Work Unit\Sound Effect\TowerSFX\RiftOpen	
	980765601	IceLevelMusic			\Default Work Unit\OST\IceLevelMusic	
	997748464	DiverSlow			\Default Work Unit\Sound Effect\TowerSFX\DiverSlow	
	1007541237	PotionThrowerAttack			\Default Work Unit\Sound Effect\TowerSFX\PotionThrowerAttack	
	1339457245	MedievilLobbyMusic			\Default Work Unit\OST\MedievilLobbyMusic	
	1479422892	AxeSharpen			\Default Work Unit\Sound Effect\MinigameSFX\AxeSharpen	
	1480220082	RailgunChargeUp			\Default Work Unit\Sound Effect\TowerSFX\RailgunChargeUp	
	1843285636	TowerBuild			\Default Work Unit\Sound Effect\TowerBuild	
	1991862712	MainMenuMusic			\Default Work Unit\OST\MainMenuMusic	
	2135196617	ScifiLobby			\Default Work Unit\OST\ScifiLobby	
	2157426783	AxeSwing			\Default Work Unit\Sound Effect\TowerSFX\AxeSwing	
	2255367838	FreezeAudio			\Default Work Unit\Sound Effect\TowerSFX\FreezeAudio	
	2262216515	NetTrap			\Default Work Unit\Sound Effect\TowerSFX\NetTrap	
	2412449086	PotionThrowerBreak			\Default Work Unit\Sound Effect\TowerSFX\PotionThrowerBreak	
	2449534095	ScifiGameplay			\Default Work Unit\OST\ScifiGameplay	
	2597606623	PortalOverdriveAttack			\Default Work Unit\Sound Effect\TowerSFX\PortalOverdriveAttack	
	2642738694	TowerDegrade			\Default Work Unit\Sound Effect\TowerDegrade	
	2716678721	Victory			\Default Work Unit\Sound Effect\Victory	
	2811182890	ScrewIn			\Default Work Unit\Sound Effect\MinigameSFX\ScrewIn	
	2913537494	NetThrow			\Default Work Unit\Sound Effect\TowerSFX\NetThrow	
	3027104813	TsukiFireworkLaunch			\Default Work Unit\Sound Effect\TowerSFX\TsukiFireworkLaunch	
	3145432090	ScifiSliderRight			\Default Work Unit\Sound Effect\MinigameSFX\ScifiSliderRight	
	3360822273	TsukiFireworkExplosion			\Default Work Unit\Sound Effect\TowerSFX\TsukiFireworkExplosion	
	3473566750	SteampunkLobbyMusic			\Default Work Unit\OST\SteampunkLobbyMusic	
	3474785039	DiverOverdrive			\Default Work Unit\Sound Effect\TowerSFX\DiverOverdrive	
	3584172652	RiftClose			\Default Work Unit\Sound Effect\TowerSFX\RiftClose	
	3692382261	RopeTie			\Default Work Unit\Sound Effect\MinigameSFX\RopeTie	
	4108069375	MedievilBattleMusic			\Default Work Unit\OST\MedievilBattleMusic	
	4226718115	MinigameComplete			\Default Work Unit\Sound Effect\MinigameSFX\MinigameComplete	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	466888963	shadowman_sax_long_2	.cache\F1\{F131BB45-AF49-593F-F21C-73B9060C916B}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\shadowman_sax_long_2		120166
	488821046	RiftOpen	.cache\91\{91D4187F-E744-E435-4F3B-CE5832E09BEF}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\RiftOpen		207280
	501591781	DiverOverDrive2	.cache\CE\{CEA87DCD-CB82-D005-453C-DD4A1EA611EF}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\DiverOverDrive2		432096
	518363646	Laser	.cache\A0\{A06C6067-CD66-C4D8-5D56-6653A8C163A3}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\Laser		76128
	539444830	LoseSound	.cache\5E\{5E41FDD6-3531-4EE7-48B5-5236450C52F1}.wem		\Containers\Default Work Unit\Sound Effects\LoseSound		531428
	541083360	IceLevelMusic	.cache\33\{33D76C9A-AC9E-2B15-B25F-B2E1F6CA8B9A}.wem		\Containers\Default Work Unit\OST\IceLevelMusic		45725536
	547858882	TowerDegrade	.cache\CE\{CE503771-D681-94D1-2D9F-B77713FE0762}.wem		\Containers\Default Work Unit\Sound Effects\TowerDegrade		72400
	581681619	WaterSplash2	.cache\5B\{5B20BF43-D788-A940-2F0E-030B31D7BFE9}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\WaterSplash2		316656
	582057948	WaterSplash1	.cache\05\{05CB66D6-6905-6DDE-9E17-9DC935307CC0}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\WaterSplash1		560884
	604188228	deandre_aaron-dj-turntable-rewind-429858	.cache\A5\{A52BF768-C58D-04CA-4977-7037B98724C6}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\deandre_aaron-dj-turntable-rewind-429858		60514
	675324120	VictorySound	.cache\B4\{B4C9E197-B5C5-FC19-5B0D-C47B98555658}.wem		\Containers\Default Work Unit\Sound Effects\VictorySound		524788
	675808720	NetTrap	.cache\BC\{BC71E964-802B-10E0-CF9E-BAEE1F916FBD}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\NetTrap		175636
	697558832	shadowman_sax_long_3	.cache\53\{53351F72-8795-292D-B9A1-FA259A004D64}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\shadowman_sax_long_3		120166
	703770534	PotionThrowerAttack	.cache\2E\{2EBB5BAA-42D3-FBA7-30BC-2DDF244F8CA7}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\PotionThrowerAttack		46176
	704474491	chargeup1	.cache\E7\{E78EBFB7-A8CC-4C2D-8CF2-B1759D7AD9C8}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\chargeup1		110688
	721903668	FireworkLaunch	.cache\2B\{2BF31273-5176-85A9-22EE-921C32209DAB}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\FireworkLaunch		482160
	732368495	ScifiLobby	.cache\7C\{7CFFB8C4-BDB6-D374-C6CB-D888FF07B6E1}.wem		\Containers\Default Work Unit\OST\ScifiLobby		29954144
	757283419	Steampunk_Battle_OST	.cache\81\{81E4FCF3-217C-F276-8251-B88E00FB832E}.wem		\Containers\Default Work Unit\OST\Steampunk_Battle_OST		15284964
	781433724	WoodPlatformBreaking	.cache\49\{4909D20A-39AE-9560-7F23-EB3F9D259422}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\WoodPlatformBreaking		112128
	812093938	AxeSwing	.cache\C5\{C59B5728-956D-5654-4E28-D1DF75E939BF}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\AxeSwing		158496
	851359022	ScifiSliderRight	.cache\42\{42491464-512A-5C2E-90A3-41B40EF61F08}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\ScifiSliderRight		196612
	867617321	RightIngredient	.cache\B5\{B55F5589-8FC8-C609-8248-2C67838B5C65}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\RightIngredient		91588
	874479708	MedievilBattleMusic	.cache\DF\{DFD02ACD-4A4C-A8BD-4186-7BE3CE30F27F}.wem		\Containers\Default Work Unit\OST\MedievilBattleMusic		18955640
	884681261	ScifiSliderWrong	.cache\EE\{EE9B2C2A-ADCC-4718-5E84-053A8C9A4378}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\ScifiSliderWrong		122120
	973904125	Firecackle	.cache\2D\{2DED9BA4-5CA3-2D3D-0573-0C37165EFA27}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\Firecackle		435216
	992073420	Main_Menu_OST	.cache\27\{274AA44D-E379-2BF5-9A66-B68A86A00C83}.wem		\Containers\Default Work Unit\OST\Main_Menu_OST		16002152
	996470131	MinigameComplete	.cache\C4\{C43E50CD-5252-1FA0-4826-628952800FE9}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\MinigameComplete		131116
	1009869832	FireworkExplosion	.cache\84\{84CBE95F-0E3D-874C-554E-74A2325A4223}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\FireworkExplosion		312816
	1010342366	ScrewIn	.cache\3B\{3B8C3F69-031F-7A69-6937-958DA0302489}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\ScrewIn		86212
	1030376958	sparks	.cache\D9\{D9A63B8F-3082-169B-2F3C-7ACB39F55706}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\sparks		225696
	1047938799	Magicburst	.cache\5B\{5B7EA2FC-AA16-1FE6-2946-46635242D4E7}.wem		\Containers\Default Work Unit\Sound Effects\TowerSFX\Magicburst		493152
	1047964792	RopeTie	.cache\2E\{2E44096A-9A0C-36C4-73BE-7208078BC439}.wem		\Containers\Default Work Unit\Sound Effects\MinigameSFX\RopeTie		149804

